STATE,STATENAME,LATITUDE,LONGITUDE
1,Alabama,32.47470556,-84.99638333
1,Alabama,32.47085833,-85.00215
1,Alabama,32.48479444,-85.00660278
1,Alabama,32.29240833,-85.00698611
1,Alabama,32.29545278,-85.00778056
1,Alabama,32.45335556,-85.01261944
1,Alabama,32.49742222,-85.02007778
1,Alabama,32.39621111,-85.03215833
1,Alabama,32.37499722,-85.03712778
1,Alabama,32.41414722,-85.03875556
1,Alabama,32.41121667,-85.04750278
1,Alabama,32.51580556,-85.09479722
1,Alabama,31.02073056,-85.10806389
1,Alabama,32.58026667,-85.11444722
1,Alabama,31.96268889,-85.11803889
1,Alabama,31.27871111,-85.14579167
1,Alabama,32.66394167,-85.15118056
1,Alabama,32.58282778,-85.16434722
1,Alabama,32.81508056,-85.17124722
1,Alabama,32.58445833,-85.17462778
1,Alabama,32.35550278,-85.18604722
1,Alabama,32.45682778,-85.18708333
1,Alabama,32.84658889,-85.21601667
1,Alabama,32.80614444,-85.22691389
1,Alabama,32.33880833,-85.22884444
1,Alabama,32.72818056,-85.23381944
1,Alabama,32.79608611,-85.235725
1,Alabama,32.79388889,-85.23793889
1,Alabama,31.79967778,-85.24023611
1,Alabama,31.25620278,-85.24524167
1,Alabama,32.42854444,-85.25109722
1,Alabama,32.52289722,-85.26249167
1,Alabama,31.72035833,-85.26771667
1,Alabama,31.64643889,-85.27025556
1,Alabama,32.85226944,-85.27154444
1,Alabama,32.73130278,-85.29283889
1,Alabama,32.27263611,-85.30445
1,Alabama,31.89215833,-85.308375
1,Alabama,33.33021111,-85.31930833
1,Alabama,31.03445833,-85.33240278
1,Alabama,31.14713611,-85.33318889
1,Alabama,33.07687778,-85.33655833
1,Alabama,32.660325,-85.34126111
1,Alabama,33.38648333,-85.35271389
1,Alabama,32.67565556,-85.35411944
1,Alabama,31.22504722,-85.36033611
1,Alabama,32.21536944,-85.36796111
1,Alabama,31.19581944,-85.37602222
1,Alabama,32.27748611,-85.38753889
1,Alabama,32.61631944,-85.40205
1,Alabama,31.17181667,-85.40215556
1,Alabama,32.88283333,-85.40548611
1,Alabama,33.2013,-85.41501944
1,Alabama,32.92246667,-85.41567222
1,Alabama,32.63009722,-85.41939722
1,Alabama,33.358475,-85.42518333
1,Alabama,31.25396667,-85.43004722
1,Alabama,32.63334444,-85.43090556
1,Alabama,32.61203333,-85.45984444
1,Alabama,31.25646111,-85.4611
1,Alabama,31.26938611,-85.465775
1,Alabama,31.35271667,-85.4775
1,Alabama,32.57507222,-85.477825
1,Alabama,33.60011944,-85.48325833
1,Alabama,33.72114722,-85.49009722
1,Alabama,33.06909167,-85.49071944
1,Alabama,34.089325,-85.49675556
1,Alabama,32.62739167,-85.50083889
1,Alabama,32.59227222,-85.506025
1,Alabama,31.14072222,-85.51620556
1,Alabama,33.97965833,-85.52133889
1,Alabama,32.60284444,-85.52328056
1,Alabama,33.97943056,-85.52350833
1,Alabama,31.23761667,-85.52397778
1,Alabama,32.54910278,-85.52883333
1,Alabama,31.03499722,-85.53596111
1,Alabama,31.04494444,-85.53697778
1,Alabama,33.30253333,-85.547375
1,Alabama,32.14565,-85.55918889
1,Alabama,31.09514167,-85.56285833
1,Alabama,32.83255278,-85.57015278
1,Alabama,31.31590833,-85.5797
1,Alabama,34.68056944,-85.58426667
1,Alabama,31.09968056,-85.58911667
1,Alabama,31.2421,-85.58913333
1,Alabama,31.23442778,-85.59992778
1,Alabama,31.72708333,-85.60228056
1,Alabama,31.73836389,-85.60416111
1,Alabama,31.33565833,-85.60488889
1,Alabama,32.45358333,-85.6051
1,Alabama,32.46215556,-85.60700556
1,Alabama,32.82139444,-85.60930833
1,Alabama,32.50546944,-85.61073333
1,Alabama,34.85861944,-85.61341667
1,Alabama,31.22473611,-85.61348333
1,Alabama,31.42590278,-85.61881944
1,Alabama,32.59488611,-85.62363889
1,Alabama,31.20675556,-85.6256
1,Alabama,31.20675833,-85.62560833
1,Alabama,33.61910278,-85.62777222
1,Alabama,31.24203611,-85.62991667
1,Alabama,31.43448056,-85.63309444
1,Alabama,33.238375,-85.64159444
1,Alabama,34.15547222,-85.655375
1,Alabama,32.47860556,-85.65557778
1,Alabama,31.43847222,-85.65687778
1,Alabama,32.02788889,-85.66080833
1,Alabama,31.44631111,-85.66569444
1,Alabama,33.61298333,-85.67724167
1,Alabama,34.3536,-85.67762222
1,Alabama,31.04700556,-85.68079722
1,Alabama,32.44382222,-85.68995278
1,Alabama,32.29343056,-85.69169444
1,Alabama,32.47345278,-85.69280833
1,Alabama,32.14626944,-85.69746944
1,Alabama,32.15313889,-85.70260278
1,Alabama,32.81335833,-85.71044722
1,Alabama,32.14475833,-85.71346944
1,Alabama,32.41816389,-85.71545
1,Alabama,33.65011389,-85.71823889
1,Alabama,32.40129167,-85.73715
1,Alabama,34.61205278,-85.73717222
1,Alabama,31.49026944,-85.73967778
1,Alabama,34.63342778,-85.74213056
1,Alabama,31.72299722,-85.74411111
1,Alabama,32.44931944,-85.75006667
1,Alabama,34.71418611,-85.75062778
1,Alabama,33.96368333,-85.75076111
1,Alabama,34.84113056,-85.75276944
1,Alabama,32.57745833,-85.75910556
1,Alabama,32.45634167,-85.76093333
1,Alabama,31.20031111,-85.76842222
1,Alabama,34.52328056,-85.77422222
1,Alabama,32.84231111,-85.77485278
1,Alabama,31.24545,-85.77659444
1,Alabama,34.27222778,-85.78463056
1,Alabama,31.31367222,-85.78477222
1,Alabama,32.71006944,-85.78557778
1,Alabama,33.603825,-85.78615
1,Alabama,34.91620278,-85.78640278
1,Alabama,31.29830556,-85.791075
1,Alabama,32.666375,-85.79513056
1,Alabama,32.59923056,-85.80194444
1,Alabama,34.33444722,-85.809825
1,Alabama,31.725175,-85.81120556
1,Alabama,33.82425833,-85.81258611
1,Alabama,33.631325,-85.81577778
1,Alabama,33.71879167,-85.81787222
1,Alabama,31.67390556,-85.82530278
1,Alabama,31.32424722,-85.82539444
1,Alabama,33.60173889,-85.82938056
1,Alabama,34.53246667,-85.82961111
1,Alabama,33.63825833,-85.82965
1,Alabama,33.62515278,-85.8317
1,Alabama,33.60333611,-85.83230556
1,Alabama,33.70413889,-85.83256944
1,Alabama,32.44026111,-85.83268889
1,Alabama,32.18803889,-85.84220278
1,Alabama,33.59494722,-85.84296944
1,Alabama,33.71381944,-85.84405556
1,Alabama,31.04172222,-85.84841667
1,Alabama,34.48772778,-85.85128333
1,Alabama,33.12975833,-85.85993056
1,Alabama,33.08268611,-85.86376389
1,Alabama,33.65459444,-85.86395833
1,Alabama,34.80413889,-85.86586667
1,Alabama,33.71748889,-85.86785
1,Alabama,32.88655,-85.87186667
1,Alabama,33.72565,-85.87718333
1,Alabama,34.27480556,-85.88024167
1,Alabama,33.79507222,-85.88348611
1,Alabama,31.37155833,-85.88556944
1,Alabama,33.82008889,-85.90743333
1,Alabama,32.21542778,-85.91170278
1,Alabama,34.123125,-85.91501389
1,Alabama,33.85326944,-85.91561667
1,Alabama,33.78340556,-85.919675
1,Alabama,33.62090556,-85.92312778
1,Alabama,34.18246389,-85.92813333
1,Alabama,32.00764444,-85.93280278
1,Alabama,34.42400556,-85.93924444
1,Alabama,34.65101667,-85.94316111
1,Alabama,34.420525,-85.94458333
1,Alabama,31.80729167,-85.94728056
1,Alabama,33.94959167,-85.94795556
1,Alabama,31.61098333,-85.95004444
1,Alabama,31.08746111,-85.95170556
1,Alabama,34.35930833,-85.95434722
1,Alabama,31.15023056,-85.95523611
1,Alabama,31.69474444,-85.95952778
1,Alabama,32.84343889,-85.96011667
1,Alabama,34.03590556,-85.96184444
1,Alabama,34.17559444,-85.96459167
1,Alabama,34.40423611,-85.96555833
1,Alabama,34.32457778,-85.97091667
1,Alabama,34.62673889,-85.97542778
1,Alabama,32.71211944,-85.97814167
1,Alabama,31.31274444,-85.97944167
1,Alabama,34.12206944,-85.98179722
1,Alabama,31.80610833,-85.98841111
1,Alabama,34.01842778,-85.99315
1,Alabama,33.60356389,-85.99527778
1,Alabama,33.28153611,-85.99541667
1,Alabama,33.50519167,-86.00268056
1,Alabama,33.57756944,-86.00398889
1,Alabama,32.97855833,-86.00443611
1,Alabama,32.9677,-86.00973611
1,Alabama,34.03770278,-86.01895
1,Alabama,33.88460556,-86.03093333
1,Alabama,33.89948889,-86.03865
1,Alabama,33.56416111,-86.03959722
1,Alabama,33.97456944,-86.04237778
1,Alabama,34.74339167,-86.05028611
1,Alabama,32.06406944,-86.05503056
1,Alabama,33.45132778,-86.05740833
1,Alabama,34.26909444,-86.05895556
1,Alabama,32.05621389,-86.06084444
1,Alabama,34.67871111,-86.07101667
1,Alabama,34.59092778,-86.08026111
1,Alabama,31.72270833,-86.08243611
1,Alabama,33.39946389,-86.08250556
1,Alabama,32.84841389,-86.08354722
1,Alabama,32.03337778,-86.08905556
1,Alabama,32.2169,-86.08969444
1,Alabama,32.43313333,-86.09485
1,Alabama,32.35941667,-86.09588333
1,Alabama,32.36591111,-86.09650833
1,Alabama,33.73776944,-86.10273333
1,Alabama,33.46040833,-86.103
1,Alabama,34.25106667,-86.10591111
1,Alabama,34.65580556,-86.10714444
1,Alabama,33.47046389,-86.11048333
1,Alabama,34.04395,-86.11128333
1,Alabama,32.15759167,-86.11290833
1,Alabama,32.65635,-86.11427778
1,Alabama,33.60033611,-86.11580833
1,Alabama,32.462375,-86.12166389
1,Alabama,34.13234444,-86.12195
1,Alabama,33.99733611,-86.12445833
1,Alabama,33.03813056,-86.12740278
1,Alabama,34.61964167,-86.13480556
1,Alabama,33.59156944,-86.13719444
1,Alabama,32.57805,-86.15521667
1,Alabama,34.18125556,-86.15685833
1,Alabama,34.5652,-86.16025
1,Alabama,32.37816944,-86.17315833
1,Alabama,33.41244722,-86.17866111
1,Alabama,34.09851667,-86.18638333
1,Alabama,33.33998889,-86.18894444
1,Alabama,33.45192778,-86.19374722
1,Alabama,33.945475,-86.19660833
1,Alabama,32.48125,-86.20092778
1,Alabama,32.3322,-86.20361944
1,Alabama,34.32047222,-86.20500278
1,Alabama,32.30345833,-86.20901944
1,Alabama,32.38531389,-86.20997778
1,Alabama,33.25454722,-86.21264722
1,Alabama,32.43943889,-86.21697222
1,Alabama,33.54635278,-86.21763889
1,Alabama,32.35980833,-86.2185
1,Alabama,32.43547222,-86.21872778
1,Alabama,33.51880833,-86.22034167
1,Alabama,31.19363333,-86.22087222
1,Alabama,32.40020833,-86.22177778
1,Alabama,32.34398056,-86.22313333
1,Alabama,32.42377222,-86.22695278
1,Alabama,32.75595833,-86.23176111
1,Alabama,33.34549722,-86.23196389
1,Alabama,33.11011667,-86.23283611
1,Alabama,33.36948889,-86.23785
1,Alabama,34.2799,-86.23803889
1,Alabama,31.73747222,-86.238875
1,Alabama,32.30576944,-86.23905556
1,Alabama,34.53173333,-86.24121111
1,Alabama,33.79804722,-86.24220833
1,Alabama,33.83252222,-86.24764444
1,Alabama,32.32723611,-86.25007778
1,Alabama,33.60776111,-86.25503889
1,Alabama,34.29503333,-86.25834444
1,Alabama,34.10298333,-86.26093611
1,Alabama,34.42458333,-86.26212222
1,Alabama,33.55166667,-86.26354167
1,Alabama,32.35872778,-86.26480833
1,Alabama,32.32697778,-86.26823333
1,Alabama,33.84549722,-86.269525
1,Alabama,32.36845278,-86.27095556
1,Alabama,34.60980278,-86.27383611
1,Alabama,33.13063889,-86.27448056
1,Alabama,33.6728,-86.280725
1,Alabama,34.30466389,-86.28635278
1,Alabama,33.72414167,-86.28841389
1,Alabama,34.617525,-86.28938611
1,Alabama,33.44256389,-86.29392778
1,Alabama,32.24133333,-86.29641944
1,Alabama,32.32662222,-86.29925833
1,Alabama,32.36784444,-86.29968611
1,Alabama,33.24718611,-86.303725
1,Alabama,32.67768889,-86.30459444
1,Alabama,31.73057778,-86.30485278
1,Alabama,33.5888,-86.30544167
1,Alabama,32.59341944,-86.306625
1,Alabama,32.32683889,-86.30728056
1,Alabama,33.17492778,-86.30925556
1,Alabama,34.18503333,-86.31171944
1,Alabama,33.93038611,-86.31388333
1,Alabama,32.36597778,-86.32711944
1,Alabama,32.32668611,-86.33122222
1,Alabama,33.24764722,-86.33173333
1,Alabama,32.3098,-86.33525278
1,Alabama,33.91050833,-86.33626944
1,Alabama,34.27286111,-86.33757778
1,Alabama,32.32597778,-86.34561111
1,Alabama,33.48608889,-86.35100556
1,Alabama,32.41383889,-86.35205278
1,Alabama,31.50393056,-86.35542222
1,Alabama,31.83043056,-86.35746111
1,Alabama,32.42451667,-86.36027222
1,Alabama,32.60258056,-86.36498611
1,Alabama,33.29994167,-86.36964167
1,Alabama,33.59649444,-86.37694167
1,Alabama,32.4602,-86.38780278
1,Alabama,32.21713333,-86.39986389
1,Alabama,34.36127778,-86.40188333
1,Alabama,34.36176667,-86.40290278
1,Alabama,33.96945278,-86.40543333
1,Alabama,34.94023333,-86.42320833
1,Alabama,33.96630833,-86.42723056
1,Alabama,34.54442222,-86.42764167
1,Alabama,34.08530278,-86.42772778
1,Alabama,34.54708333,-86.43003056
1,Alabama,32.52345,-86.44104444
1,Alabama,32.47480556,-86.44572222
1,Alabama,34.87966667,-86.44674444
1,Alabama,32.431575,-86.44806944
1,Alabama,33.34630833,-86.44903611
1,Alabama,34.57992778,-86.44967222
1,Alabama,34.86699444,-86.45536389
1,Alabama,34.74933611,-86.45677778
1,Alabama,33.94140278,-86.46206667
1,Alabama,34.41158889,-86.46253889
1,Alabama,34.15727778,-86.46378333
